image,label
./dataset/train/train/train_image/1029.jpg,./dataset/train/train/train_mask/1029.png
./dataset/train/train/train_image/103.jpg,./dataset/train/train/train_mask/103.png
./dataset/train/train/train_image/1030.jpg,./dataset/train/train/train_mask/1030.png
./dataset/train/train/train_image/1031.jpg,./dataset/train/train/train_mask/1031.png
./dataset/train/train/train_image/1032.jpg,./dataset/train/train/train_mask/1032.png
./dataset/train/train/train_image/1033.jpg,./dataset/train/train/train_mask/1033.png
./dataset/train/train/train_image/1034.jpg,./dataset/train/train/train_mask/1034.png
./dataset/train/train/train_image/1035.jpg,./dataset/train/train/train_mask/1035.png
./dataset/train/train/train_image/1036.jpg,./dataset/train/train/train_mask/1036.png
./dataset/train/train/train_image/1037.jpg,./dataset/train/train/train_mask/1037.png
./dataset/train/train/train_image/1038.jpg,./dataset/train/train/train_mask/1038.png
./dataset/train/train/train_image/1039.jpg,./dataset/train/train/train_mask/1039.png
./dataset/train/train/train_image/104.jpg,./dataset/train/train/train_mask/104.png
./dataset/train/train/train_image/1040.jpg,./dataset/train/train/train_mask/1040.png
./dataset/train/train/train_image/1041.jpg,./dataset/train/train/train_mask/1041.png
./dataset/train/train/train_image/1042.jpg,./dataset/train/train/train_mask/1042.png
./dataset/train/train/train_image/1043.jpg,./dataset/train/train/train_mask/1043.png
./dataset/train/train/train_image/1044.jpg,./dataset/train/train/train_mask/1044.png
./dataset/train/train/train_image/1045.jpg,./dataset/train/train/train_mask/1045.png
./dataset/train/train/train_image/1046.jpg,./dataset/train/train/train_mask/1046.png
./dataset/train/train/train_image/1047.jpg,./dataset/train/train/train_mask/1047.png
./dataset/train/train/train_image/1048.jpg,./dataset/train/train/train_mask/1048.png
./dataset/train/train/train_image/1049.jpg,./dataset/train/train/train_mask/1049.png
./dataset/train/train/train_image/105.jpg,./dataset/train/train/train_mask/105.png
./dataset/train/train/train_image/1050.jpg,./dataset/train/train/train_mask/1050.png
./dataset/train/train/train_image/1051.jpg,./dataset/train/train/train_mask/1051.png
./dataset/train/train/train_image/1052.jpg,./dataset/train/train/train_mask/1052.png
./dataset/train/train/train_image/1053.jpg,./dataset/train/train/train_mask/1053.png
./dataset/train/train/train_image/1054.jpg,./dataset/train/train/train_mask/1054.png
./dataset/train/train/train_image/1055.jpg,./dataset/train/train/train_mask/1055.png
./dataset/train/train/train_image/1056.jpg,./dataset/train/train/train_mask/1056.png
./dataset/train/train/train_image/1057.jpg,./dataset/train/train/train_mask/1057.png
./dataset/train/train/train_image/1058.jpg,./dataset/train/train/train_mask/1058.png
./dataset/train/train/train_image/1059.jpg,./dataset/train/train/train_mask/1059.png
./dataset/train/train/train_image/106.jpg,./dataset/train/train/train_mask/106.png
./dataset/train/train/train_image/1060.jpg,./dataset/train/train/train_mask/1060.png
./dataset/train/train/train_image/1061.jpg,./dataset/train/train/train_mask/1061.png
./dataset/train/train/train_image/1062.jpg,./dataset/train/train/train_mask/1062.png
./dataset/train/train/train_image/1063.jpg,./dataset/train/train/train_mask/1063.png
./dataset/train/train/train_image/1064.jpg,./dataset/train/train/train_mask/1064.png
./dataset/train/train/train_image/1065.jpg,./dataset/train/train/train_mask/1065.png
./dataset/train/train/train_image/1066.jpg,./dataset/train/train/train_mask/1066.png
./dataset/train/train/train_image/1067.jpg,./dataset/train/train/train_mask/1067.png
./dataset/train/train/train_image/1068.jpg,./dataset/train/train/train_mask/1068.png
./dataset/train/train/train_image/1069.jpg,./dataset/train/train/train_mask/1069.png
./dataset/train/train/train_image/107.jpg,./dataset/train/train/train_mask/107.png
./dataset/train/train/train_image/1070.jpg,./dataset/train/train/train_mask/1070.png
./dataset/train/train/train_image/1071.jpg,./dataset/train/train/train_mask/1071.png
./dataset/train/train/train_image/1072.jpg,./dataset/train/train/train_mask/1072.png
./dataset/train/train/train_image/1073.jpg,./dataset/train/train/train_mask/1073.png
./dataset/train/train/train_image/1074.jpg,./dataset/train/train/train_mask/1074.png
./dataset/train/train/train_image/1075.jpg,./dataset/train/train/train_mask/1075.png
./dataset/train/train/train_image/1076.jpg,./dataset/train/train/train_mask/1076.png
./dataset/train/train/train_image/1077.jpg,./dataset/train/train/train_mask/1077.png
./dataset/train/train/train_image/1078.jpg,./dataset/train/train/train_mask/1078.png
./dataset/train/train/train_image/1079.jpg,./dataset/train/train/train_mask/1079.png
./dataset/train/train/train_image/108.jpg,./dataset/train/train/train_mask/108.png
./dataset/train/train/train_image/1080.jpg,./dataset/train/train/train_mask/1080.png
./dataset/train/train/train_image/1081.jpg,./dataset/train/train/train_mask/1081.png
./dataset/train/train/train_image/1082.jpg,./dataset/train/train/train_mask/1082.png
./dataset/train/train/train_image/1083.jpg,./dataset/train/train/train_mask/1083.png
./dataset/train/train/train_image/1084.jpg,./dataset/train/train/train_mask/1084.png
./dataset/train/train/train_image/1085.jpg,./dataset/train/train/train_mask/1085.png
./dataset/train/train/train_image/1086.jpg,./dataset/train/train/train_mask/1086.png
./dataset/train/train/train_image/1087.jpg,./dataset/train/train/train_mask/1087.png
./dataset/train/train/train_image/1088.jpg,./dataset/train/train/train_mask/1088.png
./dataset/train/train/train_image/1089.jpg,./dataset/train/train/train_mask/1089.png
./dataset/train/train/train_image/109.jpg,./dataset/train/train/train_mask/109.png
./dataset/train/train/train_image/1090.jpg,./dataset/train/train/train_mask/1090.png
./dataset/train/train/train_image/1091.jpg,./dataset/train/train/train_mask/1091.png
./dataset/train/train/train_image/1092.jpg,./dataset/train/train/train_mask/1092.png
./dataset/train/train/train_image/1093.jpg,./dataset/train/train/train_mask/1093.png
./dataset/train/train/train_image/1094.jpg,./dataset/train/train/train_mask/1094.png
./dataset/train/train/train_image/1095.jpg,./dataset/train/train/train_mask/1095.png
./dataset/train/train/train_image/1096.jpg,./dataset/train/train/train_mask/1096.png
./dataset/train/train/train_image/1097.jpg,./dataset/train/train/train_mask/1097.png
./dataset/train/train/train_image/1098.jpg,./dataset/train/train/train_mask/1098.png
./dataset/train/train/train_image/1099.jpg,./dataset/train/train/train_mask/1099.png
./dataset/train/train/train_image/11.jpg,./dataset/train/train/train_mask/11.png
./dataset/train/train/train_image/110.jpg,./dataset/train/train/train_mask/110.png
./dataset/train/train/train_image/1100.jpg,./dataset/train/train/train_mask/1100.png
./dataset/train/train/train_image/1101.jpg,./dataset/train/train/train_mask/1101.png
./dataset/train/train/train_image/1102.jpg,./dataset/train/train/train_mask/1102.png
./dataset/train/train/train_image/1103.jpg,./dataset/train/train/train_mask/1103.png
./dataset/train/train/train_image/1104.jpg,./dataset/train/train/train_mask/1104.png
./dataset/train/train/train_image/1105.jpg,./dataset/train/train/train_mask/1105.png
./dataset/train/train/train_image/1106.jpg,./dataset/train/train/train_mask/1106.png
./dataset/train/train/train_image/1107.jpg,./dataset/train/train/train_mask/1107.png
./dataset/train/train/train_image/1108.jpg,./dataset/train/train/train_mask/1108.png
./dataset/train/train/train_image/1109.jpg,./dataset/train/train/train_mask/1109.png
./dataset/train/train/train_image/111.jpg,./dataset/train/train/train_mask/111.png
./dataset/train/train/train_image/1110.jpg,./dataset/train/train/train_mask/1110.png
./dataset/train/train/train_image/1111.jpg,./dataset/train/train/train_mask/1111.png
./dataset/train/train/train_image/1112.jpg,./dataset/train/train/train_mask/1112.png
./dataset/train/train/train_image/1113.jpg,./dataset/train/train/train_mask/1113.png
./dataset/train/train/train_image/1114.jpg,./dataset/train/train/train_mask/1114.png
./dataset/train/train/train_image/1115.jpg,./dataset/train/train/train_mask/1115.png
./dataset/train/train/train_image/1116.jpg,./dataset/train/train/train_mask/1116.png
./dataset/train/train/train_image/1117.jpg,./dataset/train/train/train_mask/1117.png
./dataset/train/train/train_image/1118.jpg,./dataset/train/train/train_mask/1118.png
./dataset/train/train/train_image/1119.jpg,./dataset/train/train/train_mask/1119.png
./dataset/train/train/train_image/112.jpg,./dataset/train/train/train_mask/112.png
./dataset/train/train/train_image/1120.jpg,./dataset/train/train/train_mask/1120.png
./dataset/train/train/train_image/1121.jpg,./dataset/train/train/train_mask/1121.png
./dataset/train/train/train_image/1122.jpg,./dataset/train/train/train_mask/1122.png
./dataset/train/train/train_image/1123.jpg,./dataset/train/train/train_mask/1123.png
./dataset/train/train/train_image/1124.jpg,./dataset/train/train/train_mask/1124.png
./dataset/train/train/train_image/1125.jpg,./dataset/train/train/train_mask/1125.png
./dataset/train/train/train_image/1126.jpg,./dataset/train/train/train_mask/1126.png
./dataset/train/train/train_image/1127.jpg,./dataset/train/train/train_mask/1127.png
./dataset/train/train/train_image/1128.jpg,./dataset/train/train/train_mask/1128.png
./dataset/train/train/train_image/1129.jpg,./dataset/train/train/train_mask/1129.png
./dataset/train/train/train_image/113.jpg,./dataset/train/train/train_mask/113.png
./dataset/train/train/train_image/1130.jpg,./dataset/train/train/train_mask/1130.png
./dataset/train/train/train_image/1131.jpg,./dataset/train/train/train_mask/1131.png
./dataset/train/train/train_image/1132.jpg,./dataset/train/train/train_mask/1132.png
./dataset/train/train/train_image/1133.jpg,./dataset/train/train/train_mask/1133.png
./dataset/train/train/train_image/1134.jpg,./dataset/train/train/train_mask/1134.png
./dataset/train/train/train_image/1135.jpg,./dataset/train/train/train_mask/1135.png
./dataset/train/train/train_image/1136.jpg,./dataset/train/train/train_mask/1136.png
./dataset/train/train/train_image/1137.jpg,./dataset/train/train/train_mask/1137.png
./dataset/train/train/train_image/1138.jpg,./dataset/train/train/train_mask/1138.png
./dataset/train/train/train_image/1139.jpg,./dataset/train/train/train_mask/1139.png
./dataset/train/train/train_image/114.jpg,./dataset/train/train/train_mask/114.png
./dataset/train/train/train_image/1140.jpg,./dataset/train/train/train_mask/1140.png
./dataset/train/train/train_image/1141.jpg,./dataset/train/train/train_mask/1141.png
./dataset/train/train/train_image/1142.jpg,./dataset/train/train/train_mask/1142.png
./dataset/train/train/train_image/1143.jpg,./dataset/train/train/train_mask/1143.png
./dataset/train/train/train_image/1144.jpg,./dataset/train/train/train_mask/1144.png
./dataset/train/train/train_image/1145.jpg,./dataset/train/train/train_mask/1145.png
./dataset/train/train/train_image/1146.jpg,./dataset/train/train/train_mask/1146.png
./dataset/train/train/train_image/1147.jpg,./dataset/train/train/train_mask/1147.png
./dataset/train/train/train_image/1148.jpg,./dataset/train/train/train_mask/1148.png
./dataset/train/train/train_image/1149.jpg,./dataset/train/train/train_mask/1149.png
./dataset/train/train/train_image/115.jpg,./dataset/train/train/train_mask/115.png
./dataset/train/train/train_image/1150.jpg,./dataset/train/train/train_mask/1150.png
./dataset/train/train/train_image/1151.jpg,./dataset/train/train/train_mask/1151.png
./dataset/train/train/train_image/1152.jpg,./dataset/train/train/train_mask/1152.png
./dataset/train/train/train_image/1153.jpg,./dataset/train/train/train_mask/1153.png
./dataset/train/train/train_image/1154.jpg,./dataset/train/train/train_mask/1154.png
./dataset/train/train/train_image/1155.jpg,./dataset/train/train/train_mask/1155.png
./dataset/train/train/train_image/1156.jpg,./dataset/train/train/train_mask/1156.png
./dataset/train/train/train_image/1157.jpg,./dataset/train/train/train_mask/1157.png
./dataset/train/train/train_image/1158.jpg,./dataset/train/train/train_mask/1158.png
./dataset/train/train/train_image/1159.jpg,./dataset/train/train/train_mask/1159.png
./dataset/train/train/train_image/116.jpg,./dataset/train/train/train_mask/116.png
./dataset/train/train/train_image/1160.jpg,./dataset/train/train/train_mask/1160.png
./dataset/train/train/train_image/1161.jpg,./dataset/train/train/train_mask/1161.png
./dataset/train/train/train_image/1162.jpg,./dataset/train/train/train_mask/1162.png
./dataset/train/train/train_image/1163.jpg,./dataset/train/train/train_mask/1163.png
./dataset/train/train/train_image/1164.jpg,./dataset/train/train/train_mask/1164.png
./dataset/train/train/train_image/1165.jpg,./dataset/train/train/train_mask/1165.png
./dataset/train/train/train_image/1166.jpg,./dataset/train/train/train_mask/1166.png
./dataset/train/train/train_image/1167.jpg,./dataset/train/train/train_mask/1167.png
./dataset/train/train/train_image/1168.jpg,./dataset/train/train/train_mask/1168.png
./dataset/train/train/train_image/1169.jpg,./dataset/train/train/train_mask/1169.png
./dataset/train/train/train_image/117.jpg,./dataset/train/train/train_mask/117.png
./dataset/train/train/train_image/1170.jpg,./dataset/train/train/train_mask/1170.png
./dataset/train/train/train_image/1171.jpg,./dataset/train/train/train_mask/1171.png
./dataset/train/train/train_image/1172.jpg,./dataset/train/train/train_mask/1172.png
./dataset/train/train/train_image/1173.jpg,./dataset/train/train/train_mask/1173.png
./dataset/train/train/train_image/1174.jpg,./dataset/train/train/train_mask/1174.png
./dataset/train/train/train_image/1175.jpg,./dataset/train/train/train_mask/1175.png
./dataset/train/train/train_image/1176.jpg,./dataset/train/train/train_mask/1176.png
./dataset/train/train/train_image/1177.jpg,./dataset/train/train/train_mask/1177.png
./dataset/train/train/train_image/1178.jpg,./dataset/train/train/train_mask/1178.png
./dataset/train/train/train_image/1179.jpg,./dataset/train/train/train_mask/1179.png
./dataset/train/train/train_image/118.jpg,./dataset/train/train/train_mask/118.png
./dataset/train/train/train_image/1180.jpg,./dataset/train/train/train_mask/1180.png
./dataset/train/train/train_image/1181.jpg,./dataset/train/train/train_mask/1181.png
./dataset/train/train/train_image/1182.jpg,./dataset/train/train/train_mask/1182.png
./dataset/train/train/train_image/1183.jpg,./dataset/train/train/train_mask/1183.png
./dataset/train/train/train_image/1184.jpg,./dataset/train/train/train_mask/1184.png
./dataset/train/train/train_image/1185.jpg,./dataset/train/train/train_mask/1185.png
./dataset/train/train/train_image/1186.jpg,./dataset/train/train/train_mask/1186.png
./dataset/train/train/train_image/1187.jpg,./dataset/train/train/train_mask/1187.png
./dataset/train/train/train_image/1188.jpg,./dataset/train/train/train_mask/1188.png
./dataset/train/train/train_image/1189.jpg,./dataset/train/train/train_mask/1189.png
./dataset/train/train/train_image/119.jpg,./dataset/train/train/train_mask/119.png
./dataset/train/train/train_image/1190.jpg,./dataset/train/train/train_mask/1190.png
./dataset/train/train/train_image/1191.jpg,./dataset/train/train/train_mask/1191.png
./dataset/train/train/train_image/1192.jpg,./dataset/train/train/train_mask/1192.png
./dataset/train/train/train_image/1193.jpg,./dataset/train/train/train_mask/1193.png
./dataset/train/train/train_image/1194.jpg,./dataset/train/train/train_mask/1194.png
./dataset/train/train/train_image/1195.jpg,./dataset/train/train/train_mask/1195.png
./dataset/train/train/train_image/1196.jpg,./dataset/train/train/train_mask/1196.png
./dataset/train/train/train_image/1197.jpg,./dataset/train/train/train_mask/1197.png
./dataset/train/train/train_image/1198.jpg,./dataset/train/train/train_mask/1198.png
./dataset/train/train/train_image/1199.jpg,./dataset/train/train/train_mask/1199.png
./dataset/train/train/train_image/12.jpg,./dataset/train/train/train_mask/12.png
./dataset/train/train/train_image/120.jpg,./dataset/train/train/train_mask/120.png
./dataset/train/train/train_image/1200.jpg,./dataset/train/train/train_mask/1200.png
./dataset/train/train/train_image/1201.jpg,./dataset/train/train/train_mask/1201.png
./dataset/train/train/train_image/1202.jpg,./dataset/train/train/train_mask/1202.png
./dataset/train/train/train_image/1203.jpg,./dataset/train/train/train_mask/1203.png
./dataset/train/train/train_image/1204.jpg,./dataset/train/train/train_mask/1204.png
./dataset/train/train/train_image/1205.jpg,./dataset/train/train/train_mask/1205.png
./dataset/train/train/train_image/1206.jpg,./dataset/train/train/train_mask/1206.png
./dataset/train/train/train_image/1207.jpg,./dataset/train/train/train_mask/1207.png
./dataset/train/train/train_image/1208.jpg,./dataset/train/train/train_mask/1208.png
./dataset/train/train/train_image/1209.jpg,./dataset/train/train/train_mask/1209.png
./dataset/train/train/train_image/121.jpg,./dataset/train/train/train_mask/121.png
./dataset/train/train/train_image/1210.jpg,./dataset/train/train/train_mask/1210.png
./dataset/train/train/train_image/1211.jpg,./dataset/train/train/train_mask/1211.png
./dataset/train/train/train_image/1212.jpg,./dataset/train/train/train_mask/1212.png
./dataset/train/train/train_image/1213.jpg,./dataset/train/train/train_mask/1213.png
./dataset/train/train/train_image/1214.jpg,./dataset/train/train/train_mask/1214.png
./dataset/train/train/train_image/1215.jpg,./dataset/train/train/train_mask/1215.png
./dataset/train/train/train_image/1216.jpg,./dataset/train/train/train_mask/1216.png
./dataset/train/train/train_image/1217.jpg,./dataset/train/train/train_mask/1217.png
./dataset/train/train/train_image/1218.jpg,./dataset/train/train/train_mask/1218.png
./dataset/train/train/train_image/1219.jpg,./dataset/train/train/train_mask/1219.png
./dataset/train/train/train_image/122.jpg,./dataset/train/train/train_mask/122.png
./dataset/train/train/train_image/1220.jpg,./dataset/train/train/train_mask/1220.png
./dataset/train/train/train_image/1221.jpg,./dataset/train/train/train_mask/1221.png
./dataset/train/train/train_image/1222.jpg,./dataset/train/train/train_mask/1222.png
./dataset/train/train/train_image/1223.jpg,./dataset/train/train/train_mask/1223.png
./dataset/train/train/train_image/1224.jpg,./dataset/train/train/train_mask/1224.png
./dataset/train/train/train_image/1225.jpg,./dataset/train/train/train_mask/1225.png
./dataset/train/train/train_image/1226.jpg,./dataset/train/train/train_mask/1226.png
./dataset/train/train/train_image/1227.jpg,./dataset/train/train/train_mask/1227.png
./dataset/train/train/train_image/1228.jpg,./dataset/train/train/train_mask/1228.png
./dataset/train/train/train_image/1229.jpg,./dataset/train/train/train_mask/1229.png
./dataset/train/train/train_image/123.jpg,./dataset/train/train/train_mask/123.png
./dataset/train/train/train_image/1230.jpg,./dataset/train/train/train_mask/1230.png
./dataset/train/train/train_image/1231.jpg,./dataset/train/train/train_mask/1231.png
./dataset/train/train/train_image/1232.jpg,./dataset/train/train/train_mask/1232.png
./dataset/train/train/train_image/1233.jpg,./dataset/train/train/train_mask/1233.png
./dataset/train/train/train_image/1234.jpg,./dataset/train/train/train_mask/1234.png
./dataset/train/train/train_image/1235.jpg,./dataset/train/train/train_mask/1235.png
./dataset/train/train/train_image/1236.jpg,./dataset/train/train/train_mask/1236.png
./dataset/train/train/train_image/1237.jpg,./dataset/train/train/train_mask/1237.png
./dataset/train/train/train_image/1238.jpg,./dataset/train/train/train_mask/1238.png
./dataset/train/train/train_image/1239.jpg,./dataset/train/train/train_mask/1239.png
./dataset/train/train/train_image/124.jpg,./dataset/train/train/train_mask/124.png
./dataset/train/train/train_image/1240.jpg,./dataset/train/train/train_mask/1240.png
./dataset/train/train/train_image/1241.jpg,./dataset/train/train/train_mask/1241.png
./dataset/train/train/train_image/1242.jpg,./dataset/train/train/train_mask/1242.png
./dataset/train/train/train_image/1243.jpg,./dataset/train/train/train_mask/1243.png
./dataset/train/train/train_image/1244.jpg,./dataset/train/train/train_mask/1244.png
./dataset/train/train/train_image/1245.jpg,./dataset/train/train/train_mask/1245.png
./dataset/train/train/train_image/1246.jpg,./dataset/train/train/train_mask/1246.png
./dataset/train/train/train_image/1247.jpg,./dataset/train/train/train_mask/1247.png
./dataset/train/train/train_image/1248.jpg,./dataset/train/train/train_mask/1248.png
./dataset/train/train/train_image/1249.jpg,./dataset/train/train/train_mask/1249.png
./dataset/train/train/train_image/125.jpg,./dataset/train/train/train_mask/125.png
./dataset/train/train/train_image/1250.jpg,./dataset/train/train/train_mask/1250.png
./dataset/train/train/train_image/1251.jpg,./dataset/train/train/train_mask/1251.png
./dataset/train/train/train_image/1252.jpg,./dataset/train/train/train_mask/1252.png
./dataset/train/train/train_image/1253.jpg,./dataset/train/train/train_mask/1253.png
./dataset/train/train/train_image/1254.jpg,./dataset/train/train/train_mask/1254.png
./dataset/train/train/train_image/1255.jpg,./dataset/train/train/train_mask/1255.png
./dataset/train/train/train_image/1256.jpg,./dataset/train/train/train_mask/1256.png
./dataset/train/train/train_image/1257.jpg,./dataset/train/train/train_mask/1257.png
./dataset/train/train/train_image/1258.jpg,./dataset/train/train/train_mask/1258.png
./dataset/train/train/train_image/1259.jpg,./dataset/train/train/train_mask/1259.png
./dataset/train/train/train_image/126.jpg,./dataset/train/train/train_mask/126.png
./dataset/train/train/train_image/1260.jpg,./dataset/train/train/train_mask/1260.png
./dataset/train/train/train_image/1261.jpg,./dataset/train/train/train_mask/1261.png
./dataset/train/train/train_image/1262.jpg,./dataset/train/train/train_mask/1262.png
./dataset/train/train/train_image/1263.jpg,./dataset/train/train/train_mask/1263.png
./dataset/train/train/train_image/1264.jpg,./dataset/train/train/train_mask/1264.png
./dataset/train/train/train_image/1265.jpg,./dataset/train/train/train_mask/1265.png
./dataset/train/train/train_image/1266.jpg,./dataset/train/train/train_mask/1266.png
./dataset/train/train/train_image/1267.jpg,./dataset/train/train/train_mask/1267.png
./dataset/train/train/train_image/1268.jpg,./dataset/train/train/train_mask/1268.png
./dataset/train/train/train_image/1269.jpg,./dataset/train/train/train_mask/1269.png
./dataset/train/train/train_image/127.jpg,./dataset/train/train/train_mask/127.png
./dataset/train/train/train_image/1270.jpg,./dataset/train/train/train_mask/1270.png
./dataset/train/train/train_image/1271.jpg,./dataset/train/train/train_mask/1271.png
./dataset/train/train/train_image/1272.jpg,./dataset/train/train/train_mask/1272.png
./dataset/train/train/train_image/1273.jpg,./dataset/train/train/train_mask/1273.png
./dataset/train/train/train_image/1274.jpg,./dataset/train/train/train_mask/1274.png
./dataset/train/train/train_image/1275.jpg,./dataset/train/train/train_mask/1275.png
./dataset/train/train/train_image/1276.jpg,./dataset/train/train/train_mask/1276.png
./dataset/train/train/train_image/1277.jpg,./dataset/train/train/train_mask/1277.png
./dataset/train/train/train_image/1278.jpg,./dataset/train/train/train_mask/1278.png
./dataset/train/train/train_image/1279.jpg,./dataset/train/train/train_mask/1279.png
./dataset/train/train/train_image/128.jpg,./dataset/train/train/train_mask/128.png
./dataset/train/train/train_image/1280.jpg,./dataset/train/train/train_mask/1280.png
./dataset/train/train/train_image/1281.jpg,./dataset/train/train/train_mask/1281.png
./dataset/train/train/train_image/1282.jpg,./dataset/train/train/train_mask/1282.png
./dataset/train/train/train_image/1283.jpg,./dataset/train/train/train_mask/1283.png
./dataset/train/train/train_image/1284.jpg,./dataset/train/train/train_mask/1284.png
./dataset/train/train/train_image/1285.jpg,./dataset/train/train/train_mask/1285.png
./dataset/train/train/train_image/1286.jpg,./dataset/train/train/train_mask/1286.png
./dataset/train/train/train_image/1287.jpg,./dataset/train/train/train_mask/1287.png
./dataset/train/train/train_image/1288.jpg,./dataset/train/train/train_mask/1288.png
./dataset/train/train/train_image/1289.jpg,./dataset/train/train/train_mask/1289.png
./dataset/train/train/train_image/129.jpg,./dataset/train/train/train_mask/129.png
./dataset/train/train/train_image/1290.jpg,./dataset/train/train/train_mask/1290.png
./dataset/train/train/train_image/1291.jpg,./dataset/train/train/train_mask/1291.png
./dataset/train/train/train_image/1292.jpg,./dataset/train/train/train_mask/1292.png
./dataset/train/train/train_image/1293.jpg,./dataset/train/train/train_mask/1293.png
./dataset/train/train/train_image/1294.jpg,./dataset/train/train/train_mask/1294.png
./dataset/train/train/train_image/1295.jpg,./dataset/train/train/train_mask/1295.png
./dataset/train/train/train_image/1296.jpg,./dataset/train/train/train_mask/1296.png
./dataset/train/train/train_image/1297.jpg,./dataset/train/train/train_mask/1297.png
./dataset/train/train/train_image/1298.jpg,./dataset/train/train/train_mask/1298.png
./dataset/train/train/train_image/1299.jpg,./dataset/train/train/train_mask/1299.png
./dataset/train/train/train_image/13.jpg,./dataset/train/train/train_mask/13.png
./dataset/train/train/train_image/130.jpg,./dataset/train/train/train_mask/130.png
./dataset/train/train/train_image/1300.jpg,./dataset/train/train/train_mask/1300.png
./dataset/train/train/train_image/1301.jpg,./dataset/train/train/train_mask/1301.png
./dataset/train/train/train_image/1302.jpg,./dataset/train/train/train_mask/1302.png
./dataset/train/train/train_image/1303.jpg,./dataset/train/train/train_mask/1303.png
./dataset/train/train/train_image/1304.jpg,./dataset/train/train/train_mask/1304.png
./dataset/train/train/train_image/1305.jpg,./dataset/train/train/train_mask/1305.png
./dataset/train/train/train_image/1306.jpg,./dataset/train/train/train_mask/1306.png
./dataset/train/train/train_image/1307.jpg,./dataset/train/train/train_mask/1307.png
./dataset/train/train/train_image/1308.jpg,./dataset/train/train/train_mask/1308.png
./dataset/train/train/train_image/1309.jpg,./dataset/train/train/train_mask/1309.png
./dataset/train/train/train_image/131.jpg,./dataset/train/train/train_mask/131.png
./dataset/train/train/train_image/1310.jpg,./dataset/train/train/train_mask/1310.png
./dataset/train/train/train_image/1311.jpg,./dataset/train/train/train_mask/1311.png
./dataset/train/train/train_image/1312.jpg,./dataset/train/train/train_mask/1312.png
./dataset/train/train/train_image/1313.jpg,./dataset/train/train/train_mask/1313.png
./dataset/train/train/train_image/1314.jpg,./dataset/train/train/train_mask/1314.png
./dataset/train/train/train_image/1315.jpg,./dataset/train/train/train_mask/1315.png
./dataset/train/train/train_image/1316.jpg,./dataset/train/train/train_mask/1316.png
./dataset/train/train/train_image/1317.jpg,./dataset/train/train/train_mask/1317.png
./dataset/train/train/train_image/1318.jpg,./dataset/train/train/train_mask/1318.png
./dataset/train/train/train_image/1319.jpg,./dataset/train/train/train_mask/1319.png
./dataset/train/train/train_image/132.jpg,./dataset/train/train/train_mask/132.png
./dataset/train/train/train_image/1320.jpg,./dataset/train/train/train_mask/1320.png
